image_path,latitude,longitude
../osv-5m_subset/train/788169555428235.jpg,38.997892338923,-95.319011700427
../osv-5m_subset/train/748002415887677.jpg,17.340471534985,99.438576250245
../osv-5m_subset/train/975409006608878.jpg,28.04154608589572,69.78267716848143
../osv-5m_subset/train/511970569954671.jpg,43.578573522382,-72.967603393571
../osv-5m_subset/train/1305258626637911.jpg,-34.65715469326668,-58.74770155465185
../osv-5m_subset/train/526446238768771.jpg,55.823821791294,48.72396111462
../osv-5m_subset/train/781416922735893.jpg,30.100278598381,-81.456027162646
../osv-5m_subset/train/580011596307805.jpg,38.900501525032,-90.065891231815
../osv-5m_subset/train/1109877687079906.jpg,47.77506999522406,-92.65488319113116
../osv-5m_subset/train/457614968877032.jpg,45.708232966574,-121.51123208165
../osv-5m_subset/train/594348069007697.jpg,44.94898083836356,14.46465886108217
../osv-5m_subset/train/487330295750404.jpg,42.155157180745,1.8578705018175
../osv-5m_subset/train/744102802954029.jpg,52.03860304667,4.2499523254921
../osv-5m_subset/train/1105798896879147.jpg,33.9993330253965,71.4243780093651
../osv-5m_subset/train/672484800590206.jpg,-34.544845680297136,-59.12912696657014
../osv-5m_subset/train/474731933625293.jpg,39.997591370979,28.215949605016
../osv-5m_subset/train/1613737665683830.jpg,39.792321865338,-8.7505443215032
../osv-5m_subset/train/1820718114754904.jpg,20.987967899573,105.74275972832
../osv-5m_subset/train/1046228159484293.jpg,56.71351622793108,-5.295869400814428
../osv-5m_subset/train/226862292235639.jpg,41.270577213871,-73.210692598969
../osv-5m_subset/train/371973094119731.jpg,55.723507913221,37.839547372362
../osv-5m_subset/train/3059932637577187.jpg,38.79998530288756,34.06401719366655
../osv-5m_subset/train/4224887984209201.jpg,54.801362275324,37.484711876641
../osv-5m_subset/train/1326427134418077.jpg,46.570678068719,20.558810700656
../osv-5m_subset/train/3960732553963811.jpg,-22.930502302949,-42.873288332214
../osv-5m_subset/train/224342952452594.jpg,38.59933001545,-90.508940237983
../osv-5m_subset/train/646216599753079.jpg,26.82590106417932,128.24487756775028
../osv-5m_subset/train/394819452330217.jpg,37.21174010932247,-6.93830495769799
../osv-5m_subset/train/1495447060898521.jpg,41.10055799338493,-90.93859973619595
../osv-5m_subset/train/1173293399782734.jpg,51.897250693541,9.0862868467136
../osv-5m_subset/train/943357133162475.jpg,46.515688920497,21.305159632936
../osv-5m_subset/train/327170788840611.jpg,35.895352694768,139.66510488232
../osv-5m_subset/train/1929474523866300.jpg,38.465050547221,-28.288431952811
../osv-5m_subset/train/2575909159199608.jpg,-27.357918055684,-55.905724561752
../osv-5m_subset/train/184952103962868.jpg,44.13669590833333,0.4107006
../osv-5m_subset/train/551621319297070.jpg,50.305362066966,12.277913622475
../osv-5m_subset/train/3175804916033467.jpg,-39.34915431669404,176.5392441146258
../osv-5m_subset/train/459693041929198.jpg,49.939367814907,11.34050722983
../osv-5m_subset/train/489839955465966.jpg,43.553724813784,-71.040396506073
../osv-5m_subset/train/345495410335945.jpg,22.087322513703,59.688890136478
../osv-5m_subset/train/305507201150464.jpg,57.70095748372,18.795182555514
../osv-5m_subset/train/521738035521286.jpg,35.207912993371,135.7392285057
../osv-5m_subset/train/841985746529133.jpg,37.734041920048,-100.0193961429
../osv-5m_subset/train/1029214944275524.jpg,46.8456175,16.5027605
../osv-5m_subset/train/901371344048199.jpg,57.289001090054,-3.666704505232
../osv-5m_subset/train/301051111661877.jpg,46.02178574002,6.9169149300004
../osv-5m_subset/train/561025858217295.jpg,40.820286925586,-112.90754077859
../osv-5m_subset/train/295015598871280.jpg,38.099175420488,23.459436293378
../osv-5m_subset/train/180756960481586.jpg,55.514991359332,12.19750361873
../osv-5m_subset/train/2120293631445794.jpg,40.863926025914,-73.624214614754
